연번,상호명,활동장소,건물명,대표번호,취급부류
305,(주)회진유통,가락시장,가락몰 판매동 청과부류 지하1층 B094호,,청과부류
306,(유)주은농산,가락시장,가락몰 판매동 청과부류 지하1층 B095호,080-577-8888,채소류
307,(유)정금유통,가락시장,가락몰 판매동 청과부류 지하1층 B096호,,채소류
308,샘골농장,가락시장,가락몰 판매동 청과부류 지하1층 B097호,02-6978-0011,채소류
309,(유)온리프레시,가락시장,가락몰 판매동 청과부류 지하1층 B098호,,채소류
310,(유)용문농산,가락시장,가락몰 판매동 청과부류 지하1층 B099호,02-408-2147,채소류
311,남정상회,가락시장,가락몰 판매동 청과부류 지하1층 B100호,02-408-2147,채소류
312,순천상회,가락시장,가락몰 판매동 청과부류 지하1층 B101호,02-408-3426,채소류
313,순천상회,가락시장,가락몰 판매동 청과부류 지하1층 B102호,02-408-3426,채소류
314,남호상회,가락시장,가락몰 판매동 청과부류 지하1층 B103호,02-402-2522,채소류
315,선인상회,가락시장,가락몰 판매동 청과부류 지하1층 B104호,02-448-3312,채소류
316,(유)행운상회,가락시장,가락몰 판매동 청과부류 지하1층 B105호,,채소류
317,(유)문영농산,가락시장,가락몰 판매동 청과부류 지하1층 B106호,,채소류
318,유한회사 춘홍유통,가락시장,가락몰 판매동 청과부류 지하1층 B107호,,청과부류
319,(주)이모유통,가락시장,가락몰 판매동 청과부류 지하1층 B108호,02-409-5980,과일류
320,(유)토박이유통,가락시장,가락몰 판매동 청과부류 지하1층 B109호,02-430-0234,채소류
321,(유)춘홍농산,가락시장,가락몰 판매동 청과부류 지하1층 B110호,02-409-0966,채소류
322,은주상회,가락시장,가락몰 판매동 청과부류 지하1층 B111호,,청과부류
323,(유)병현농산,가락시장,가락몰 판매동 청과부류 지하1층 C001호,02-430-2952,채소류
324,새벽농산,가락시장,가락몰 판매동 청과부류 지하1층 C004호,,청과부류
325,(유)장수농산,가락시장,가락몰 판매동 청과부류 지하1층 C005호,02-400-3662,채소류
326,새벽농산,가락시장,가락몰 판매동 청과부류 지하1층 C008호,,청과부류
327,(유)영민상회,가락시장,가락몰 판매동 청과부류 지하1층 C009호,,채소류
328,(유)영민상회,가락시장,가락몰 판매동 청과부류 지하1층 C010호,,채소류
329,(유)샬롬농산,가락시장,가락몰 판매동 청과부류 지하1층 C013호,,채소류
330,(유)은하상회,가락시장,가락몰 판매동 청과부류 지하1층 C015호,02-449-1190,채소류
331,유신상회,가락시장,가락몰 판매동 청과부류 지하1층 C017호,02-409-1892,채소류
332,정헌상회,가락시장,가락몰 판매동 청과부류 지하1층 C020호,02-449-0690,채소류
333,대덕상회,가락시장,가락몰 판매동 청과부류 지하1층 C021호,02-401-1889,채소류
334,(유)채은상회,가락시장,가락몰 판매동 청과부류 지하1층 C022호,,채소류
335,진주상회,가락시장,가락몰 판매동 청과부류 지하1층 C025호,02-408-1397,채소류
336,(주)대건농산,가락시장,가락몰 판매동 청과부류 지하1층 C026호,,채소류
337,로얄식품,가락시장,가락몰 판매동 청과부류 지하1층 C029호,02-407-0564,나물류
338,남양상회,가락시장,가락몰 판매동 청과부류 지하1층 C030호,,나물류
339,로얄식품,가락시장,가락몰 판매동 청과부류 지하1층 C031호,02-407-0564,나물류
340,(유)박피농산,가락시장,가락몰 판매동 청과부류 지하1층 C034호,,채소류
341,(유)정가에프에스,가락시장,가락몰 판매동 청과부류 지하1층 C036호,,채소류
342,현진상회,가락시장,가락몰 판매동 청과부류 지하1층 C038호,02-404-0396,청과부류
343,현진상회,가락시장,가락몰 판매동 청과부류 지하1층 C039-1호,02-404-0396,청과부류
344,(유)우팬트리,가락시장,가락몰 판매동 청과부류 지하1층 C041호,,청과부류
345,(유)정화푸드,가락시장,가락몰 판매동 청과부류 지하1층 C042호,,채소류
346,(유)수연상회,가락시장,가락몰 판매동 청과부류 지하1층 C044호,,청과부류
347,(유)우팬트리,가락시장,가락몰 판매동 청과부류 지하1층 C045호,,청과부류
348,(유)양파농산,가락시장,가락몰 판매동 청과부류 지하1층 C046호,,채소류
349,(유)미강유통,가락시장,가락몰 판매동 청과부류 지하1층 C048호,02-6978-0919,채소류
350,(유)정길유통,가락시장,가락몰 판매동 청과부류 지하1층 C051호,,채소류
351,(유)건영크린푸드,가락시장,가락몰 판매동 청과부류 지하1층 C052호,,청과부류
352,(유)덕훈농산,가락시장,가락몰 판매동 청과부류 지하1층 C055호,,채소류
353,(유)범한유통,가락시장,가락몰 판매동 청과부류 지하1층 C056호,,채소류
354,(유)서태전농산,가락시장,가락몰 판매동 청과부류 지하1층 C057호,02-443-4533,채소류
355,(유)범한유통,가락시장,가락몰 판매동 청과부류 지하1층 C057-2호,,채소류
356,충제상회,가락시장,가락몰 판매동 청과부류 지하1층 C063호,,기타
357,(주)릴리애플,가락시장,가락몰 판매동 청과부류 지하1층 C066호,,과일류
358,(유)두부사랑,가락시장,가락몰 판매동 청과부류 지하1층 C069호,,청과부류
359,(유)동국청과,가락시장,가락몰 판매동 청과부류 지하1층 C071호,02-408-5741,청과부류
360,담양상회,가락시장,가락몰 판매동 청과부류 지하1층 C073호,,과일류
361,가락상회,가락시장,가락몰 판매동 청과부류 지하1층 C074호,02-408-5741,과일류
362,(유)정민상회,가락시장,가락몰 판매동 청과부류 지하1층 C076호,,청과부류
363,(유)다담농산,가락시장,가락몰 판매동 청과부류 지하1층 C078호,02-409-0946,채소류
364,강진상회,가락시장,가락몰 판매동 청과부류 지하1층 C081호,02-406-5383,과일류
365,(유)그레이스홈,가락시장,가락몰 판매동 청과부류 지하1층 C083호,,채소류
366,(유)이현유통,가락시장,가락몰 판매동 청과부류 지하1층 C085호,,채소류
367,대광상회,가락시장,가락몰 판매동 청과부류 지하1층 C087호,02-402-3186,청과부류
368,(유)가야웰빙농산,가락시장,가락몰 판매동 청과부류 지하1층 C090호,,채소류
369,대광상회,가락시장,가락몰 판매동 청과부류 지하1층 C091호,02-402-3186,청과부류
370,춘천상회,가락시장,가락몰 판매동 청과부류 지하1층 C093호,,채소류
371,(유)경북상회,가락시장,가락몰 판매동 청과부류 지하1층 C095호,,청과부류
372,(유)로즈마리향기,가락시장,가락몰 판매동 청과부류 지하1층 C097호,,채소류
373,(유)이투유통,가락시장,가락몰 판매동 청과부류 지하1층 C099호,02-407-4826,채소류
374,럭키봉투,가락시장,가락몰 판매동 청과부류 지하1층 C101호,02-404-2319,채소류
375,(주)화선상회,가락시장,가락몰 판매동 청과부류 지하1층 C103호,,청과부류
376,(유)꽈리상회,가락시장,가락몰 판매동 청과부류 지하1층 C105호,,채소류
377,(유)수리농산,가락시장,가락몰 판매동 청과부류 지하1층 C107호,02-400-4561,채소류
378,(유)수리농산,가락시장,가락몰 판매동 청과부류 지하1층 C107-2호,02-400-4561,채소류
379,(유)문기농산,가락시장,가락몰 판매동 청과부류 지하1층 C122-1호,,채소류
380,잉꼬상회,가락시장,가락몰 판매동 청과부류 지하1층 C110호,02-407-7403,과일류
381,백제상회,가락시장,가락몰 판매동 청과부류 지하1층 C113호,02-408-3904,과일류
382,(유)딸기네유통,가락시장,가락몰 판매동 청과부류 지하1층 C116호,02-408-9967,과일류
383,(유)도현유통,가락시장,가락몰 판매동 청과부류 지하1층 C119호,,채소류
384,(유)문기농산,가락시장,가락몰 판매동 청과부류 지하1층 C121호,,채소류
385,(유)이유푸드,가락시장,가락몰 판매동 청과부류 지하1층 C123호,,청과부류
386,(유)이유푸드,가락시장,가락몰 판매동 청과부류 지하1층 C123-2호,,청과부류
387,(유)풍년상회,가락시장,가락몰 판매동 청과부류 지하1층 C125호,02-443-6763,과일류
388,(유)규진농산,가락시장,가락몰 판매동 청과부류 지하1층 C128호,,채소류
389,(유)공담야채,가락시장,가락몰 판매동 청과부류 지하1층 C154-1호,02-448-5705,채소류
390,(유)공담야채,가락시장,가락몰 판매동 청과부류 지하1층 C155-1호,02-448-5705,채소류
391,(유)영태농산,가락시장,가락몰 판매동 청과부류 지하1층 C158-2호,,청과부류
392,(유)영태농산,가락시장,가락몰 판매동 청과부류 지하1층 C159-1호,,청과부류
393,(유)하나둘청과,가락시장,가락몰 판매동 청과부류 지하1층 C159-2호,,채소류
394,(유)하나둘청과,가락시장,가락몰 판매동 청과부류 지하1층 C160-1호,,채소류
395,(유)하나둘청과,가락시장,가락몰 판매동 청과부류 지하1층 C160-2호,,채소류
396,수연상회,가락시장,가락몰 판매동 청과부류 지하1층 C161-2호,02-409-7363,채소류
397,(유)두이팜유통,가락시장,가락몰 판매동 청과부류 지하1층 C162-1호,,채소류
398,(유)두이팜유통,가락시장,가락몰 판매동 청과부류 지하1층 C163호,,채소류
399,광명상회,가락시장,가락몰 판매동 청과부류 지하1층 C130호,02-407-9323,채소류
400,충만상회,가락시장,가락몰 판매동 청과부류 지하1층 C131호,02-449-3954,채소류
401,오순상회,가락시장,가락몰 판매동 청과부류 지하1층 C132호,02-406-6175,청과부류
402,(유)맛동유통,가락시장,가락몰 판매동 청과부류 지하1층 C133호,,채소류
403,(유)이유푸드,가락시장,가락몰 판매동 청과부류 지하1층 C135호,,청과부류
404,남창농산물유통(주),가락시장,가락몰 판매동 청과부류 지하1층 C136호,,채소류
405,대성유통,가락시장,가락몰 판매동 청과부류 지하1층 C138호,,청과부류
406,(유)평화농산유통,가락시장,가락몰 판매동 청과부류 지하1층 C139호,,청과부류
407,(유)평화식품,가락시장,가락몰 판매동 청과부류 지하1층 C141호,,채소류
408,(유)평화식품,가락시장,가락몰 판매동 청과부류 지하1층 C142호,,채소류
409,금호상회,가락시장,가락몰 판매동 청과부류 지하1층 C143호,02-448-9152,채소류
410,(유)현민유통,가락시장,가락몰 판매동 청과부류 지하1층 C144호,,채소류
411,(유)도현식품,가락시장,가락몰 판매동 청과부류 지하1층 C145호,,채소류
412,(주)한양농산,가락시장,가락몰 판매동 청과부류 지하1층 C147호,,청과부류
413,백두산상회,가락시장,가락몰 판매동 청과부류 지하1층 C148호,02-408-7047,과일류
414,유한회사 춘홍유통,가락시장,가락몰 판매동 청과부류 지하1층 C150호,,청과부류
415,세원상회,가락시장,가락몰 판매동 청과부류 지하1층 C151호,02-403-1732,채소류
416,오순상회,가락시장,가락몰 판매동 청과부류 지하1층 C152호,02-406-6175,청과부류
417,(유)공담야채,가락시장,가락몰 판매동 청과부류 지하1층 C153호,02-448-5705,채소류
418,(주)충남그린,가락시장,가락몰 판매동 청과부류 지하1층 C156호,,청과부류
419,(유)영태농산,가락시장,가락몰 판매동 청과부류 지하1층 C158호,,청과부류
420,(유)남산에프엔지,가락시장,가락몰 판매동 청과부류 지하1층 C164호,02-431-7763,채소류
421,춘천상회,가락시장,가락몰 판매동 청과부류 지하1층 C165호,,채소류
422,(유)두부사랑,가락시장,가락몰 판매동 청과부류 지하1층 C167호,,청과부류
423,삼호농산,가락시장,가락몰 판매동 청과부류 지하1층 C168호,,청과부류
424,(유)영선상회,가락시장,가락몰 판매동 청과부류 지하1층 C170호,,청과부류
425,(유)영선상회,가락시장,가락몰 판매동 청과부류 지하1층 C171호,,청과부류
426,정읍상회,가락시장,가락몰 판매동 청과부류 지하1층 C172호,,채소류
427,(주)인성케터링,가락시장,가락몰 판매동 청과부류 지하1층 C173호,,청과부류
428,부일상회,가락시장,가락몰 판매동 청과부류 지하1층 C175호,02-408-7571,과일류
429,(유)명품법인,가락시장,가락몰 판매동 청과부류 지하1층 C177호,,채소류
430,(유)이유푸드,가락시장,가락몰 판매동 청과부류 지하1층 C179호,,청과부류
431,(유)완도유통,가락시장,가락몰 판매동 청과부류 지하1층 C180호,,채소류
432,(유)완도유통,가락시장,가락몰 판매동 청과부류 지하1층 C181호,,채소류
433,(유)완도유통,가락시장,가락몰 판매동 청과부류 지하1층 C182호,,채소류
434,신토상회,가락시장,가락몰 판매동 청과부류 지하1층 C183호,02-408-2657,청과부류
435,신토상회,가락시장,가락몰 판매동 청과부류 지하1층 C184호,02-408-2657,청과부류
436,털보상회,가락시장,가락몰 판매동 청과부류 지하1층 C185호,,채소류
437,털보상회,가락시장,가락몰 판매동 청과부류 지하1층 C186호,,채소류
438,은주상회,가락시장,가락몰 판매동 청과부류 지하1층 C188호,,청과부류
439,(유)인옥농산,가락시장,가락몰 판매동 청과부류 지하1층 C189호,02-448-0225,채소류
440,(유)상일유통,가락시장,가락몰 판매동 청과부류 지하1층 C190호,02-408-2529,과일류
441,경안식품,가락시장,가락몰 판매동 청과부류 지하1층 C190-2호,02-406-2391,채소류
442,(유)신성유통,가락시장,가락몰 판매동 청과부류 지하1층 C190-3호,02-6978-0333,채소류
443,경안식품,가락시장,가락몰 판매동 청과부류 지하1층 C195호,02-406-2391,채소류
444,(유)뉴현대상회,가락시장,가락몰 판매동 청과부류 지하1층 C196호,,채소류
445,(유)현강에프에스,가락시장,가락몰 판매동 청과부류 지하1층 C199호,,채소류
446,(유)준석농산,가락시장,가락몰 판매동 청과부류 지하1층 C201호,,청과부류
447,(유)강진농산,가락시장,가락몰 판매동 청과부류 지하1층 D001호,,채소류
448,(주)이모유통,가락시장,가락몰 판매동 청과부류 지하1층 D003호,02-409-5980,과일류
449,(유)토박이유통,가락시장,가락몰 판매동 청과부류 지하1층 D005호,02-430-0234,채소류
450,(유)철용상회,가락시장,가락몰 판매동 청과부류 지하1층 D006호,02-449-3062,채소류
451,(유)오대주상회,가락시장,가락몰 판매동 청과부류 지하1층 D008호,,과일류
452,(유)주영농산,가락시장,가락몰 판매동 청과부류 지하1층 D010호,,채소류
453,(유)봉필상회,가락시장,가락몰 판매동 청과부류 지하1층 D014호,,채소류
454,(유)고창상회,가락시장,가락몰 판매동 청과부류 지하1층 D016호,02-403-9344,청과부류
455,(유)진희농산,가락시장,가락몰 판매동 청과부류 지하1층 D017호,,채소류
456,(유)스마일상회,가락시장,가락몰 판매동 청과부류 지하1층 D018호,,채소류
457,(주)이모유통,가락시장,가락몰 판매동 청과부류 지하1층 D022호,02-409-5980,과일류
458,(유)서울팜,가락시장,가락몰 판매동 청과부류 지하1층 D024호,02-448-7351,채소류
459,진형상회,가락시장,가락몰 판매동 청과부류 지하1층 D026호,,청과부류
460,(유)서울허브팜,가락시장,가락몰 판매동 청과부류 지하1층 D030호,,채소류
461,(유)또와,가락시장,가락몰 판매동 청과부류 지하1층 D034호,,채소류
462,(유)안동상회,가락시장,가락몰 판매동 청과부류 지하1층 D037호,,채소류
463,(주)신현유통,가락시장,가락몰 판매동 청과부류 지하1층 D038호,,청과부류
464,(유)안동상회,가락시장,가락몰 판매동 청과부류 지하1층 D041호,,채소류
465,(주)성찬푸드,가락시장,가락몰 판매동 청과부류 지하1층 D042호,,청과부류
466,남일상회,가락시장,가락몰 판매동 청과부류 지하1층 D045호,02-430-6061,채소류
467,(유)싱싱농장에프앤디,가락시장,가락몰 판매동 청과부류 지하1층 D046호,02-408-6542,청과부류
468,(유)싱싱농장에프앤디,가락시장,가락몰 판매동 청과부류 지하1층 D048호,02-408-6542,청과부류
469,(유)싱싱농장푸드,가락시장,가락몰 판매동 청과부류 지하1층 D049호,02-404-6906,채소류
470,(유)신선농산,가락시장,가락몰 판매동 청과부류 지하1층 D050호,,청과부류
471,(유)우정청과,가락시장,가락몰 판매동 청과부류 지하1층 D051호,,채소류
472,(유)스마일상회,가락시장,가락몰 판매동 청과부류 지하1층 D052호,,채소류
473,(유)스마일상회,가락시장,가락몰 판매동 청과부류 지하1층 D053호,,채소류
474,(유)가락시장농산,가락시장,가락몰 판매동 청과부류 지하1층 D054호,,채소류
475,(유)보송농산,가락시장,가락몰 판매동 청과부류 지하1층 D059호,02-448-7354,채소류
476,(유)프름농산,가락시장,가락몰 판매동 청과부류 지하1층 D066호,02-417-0107,채소류
477,(유)농우식품,가락시장,가락몰 판매동 청과부류 지하1층 D070호,02-413-2735,채소류
478,(유)호연푸드,가락시장,가락몰 판매동 청과부류 지하1층 D072호,,채소류
479,(유)명성상회,가락시장,가락몰 판매동 청과부류 지하1층 D074호,,청과부류
480,용진상회,가락시장,가락몰 판매동 청과부류 지하1층 D076호,02-431-7313,채소류
481,성원상회,가락시장,가락몰 판매동 청과부류 지하1층 D078호,,채소류
482,목포상회,가락시장,가락몰 판매동 청과부류 지하1층 D080호,02-407-2964,과일류
483,(유)벌교유통,가락시장,가락몰 판매동 청과부류 지하1층 D082호,,청과부류
484,(유)본중앙상회,가락시장,가락몰 판매동 청과부류 지하1층 D084호,,청과부류
485,남영상회,가락시장,가락몰 판매동 청과부류 지하1층 D086호,02-404-7486,채소류
486,(유)해민농산,가락시장,가락몰 판매동 청과부류 지하1층 D087호,,채소류
487,(유)우정에스케이와이,가락시장,가락몰 판매동 청과부류 지하1층 D088호,070-8236-2894,채소류
488,영안상회,가락시장,가락몰 판매동 청과부류 지하1층 D089호,02-449-5704,채소류
489,(유)봄가을유통,가락시장,가락몰 판매동 청과부류 지하1층 D090호,02-406-3453,채소류
490,덕진상회,가락시장,가락몰 판매동 청과부류 지하1층 D094호,,채소류
491,(유)현준팜,가락시장,가락몰 판매동 청과부류 지하1층 D096호,,채소류
492,(유)참미유통,가락시장,가락몰 판매동 청과부류 지하1층 D098호,02-400-2087,채소류
493,(유)태환상사,가락시장,가락몰 판매동 청과부류 지하1층 D103호,,채소류
494,종로상회,가락시장,가락몰 판매동 청과부류 지하1층 D106호,02-403-6145,채소류
495,(주)제일푸드빌,가락시장,가락몰 판매동 청과부류 지하1층 D108호,,청과부류
496,(유)토리농산,가락시장,가락몰 판매동 청과부류 지하1층 D111호,,청과부류
497,(유)복정농산,가락시장,가락몰 판매동 청과부류 지하1층 D113호,,채소류
498,(유)경원농산,가락시장,가락몰 판매동 청과부류 지하1층 D114호,,청과부류
499,친절한채소씨,가락시장,가락몰 판매동 청과부류 지하1층 D116호,,채소류
500,(유)제일플러스원,가락시장,가락몰 판매동 청과부류 지하1층 D118호,02-406-3645,채소류
501,(유)각암농산,가락시장,가락몰 판매동 청과부류 지하1층 D120호,,채소류
502,(유)정가네농산,가락시장,가락몰 판매동 청과부류 지하1층 D122호,02-406-6549,채소류
503,대주건해,가락시장,가락몰 판매동 청과부류 지하1층 D123호,,기타채소
504,(유)옥계유통,가락시장,가락몰 판매동 청과부류 지하1층 D125호,,채소류
505,(유)정연농산,가락시장,가락몰 판매동 청과부류 지하1층 D126호,,채소류
506,(유)풍진유통,가락시장,가락몰 판매동 청과부류 지하1층 D128호,,채소류
507,(유)세연농산,가락시장,가락몰 판매동 청과부류 지하1층 D130호,02-408-4252,채소류
508,(유)세연농산,가락시장,가락몰 판매동 청과부류 지하1층 D132호,02-408-4252,채소류
509,(유)미자네야채,가락시장,가락몰 판매동 청과부류 지하1층 D133호,,청과부류
510,다성유통,가락시장,가락몰 판매동 청과부류 지하1층 D135호,02-407-5854,청과부류
511,다성유통,가락시장,가락몰 판매동 청과부류 지하1층 D138호,02-407-5854,청과부류
512,(유)라임상회,가락시장,가락몰 판매동 청과부류 지하1층 D139호,02-3401-0952,채소류
513,(유)은혜상회,가락시장,가락몰 판매동 청과부류 지하1층 D139-2호,,채소류
514,(유)은혜상회,가락시장,가락몰 판매동 청과부류 지하1층 D140호,,채소류
515,제암상회,가락시장,가락몰 판매동 청과부류 지하1층 D141호,02-401-4955,채소류
516,(주)나이스농장,가락시장,가락몰 판매동 청과부류 지하1층 D142호,,청과부류
517,(유)남면농산,가락시장,가락몰 판매동 청과부류 지하1층 E001호,,채소류
518,(유)청원푸드,가락시장,가락몰 판매동 청과부류 지하1층 E002호,,채소류
519,허브다섯메,가락시장,가락몰 판매동 청과부류 지하1층 E003호,02-6978-0111,채소류
520,허브다섯메,가락시장,가락몰 판매동 청과부류 지하1층 E004호,02-6978-0111,채소류
521,정우상사,가락시장,가락몰 판매동 청과부류 지하1층 E005호,02-6419-2365,채소류
522,고산상회,가락시장,가락몰 판매동 청과부류 지하1층 E006호,02-400-3775,청과부류
523,(유)영주농산,가락시장,가락몰 판매동 청과부류 지하1층 E007호,02-449-0726,채소류
524,(주)병아리유통,가락시장,가락몰 판매동 청과부류 지하1층 E008호,02-430-8534,나물류
525,(유)병오유통,가락시장,가락몰 판매동 청과부류 지하1층 E009호,,채소류
526,(유)에스케이유통,가락시장,가락몰 판매동 청과부류 지하1층 E010호,,채소류
527,(유)우리맛좋은유통,가락시장,가락몰 판매동 청과부류 지하1층 E011호,,채소류
528,(유)뉴현대상회,가락시장,가락몰 판매동 청과부류 지하1층 E012호,,채소류
529,(유)준석농산,가락시장,가락몰 판매동 청과부류 지하1층 E013호,,청과부류
530,(유)석칠농산,가락시장,가락몰 판매동 청과부류 지하1층 E014호,,채소류
531,(유)석칠농산,가락시장,가락몰 판매동 청과부류 지하1층 E015호,,채소류
532,(유)도리식품,가락시장,가락몰 판매동 청과부류 지하1층 E016호,,청과부류
533,(유)해솔농산,가락시장,가락몰 판매동 청과부류 지하1층 E017호,02-404-5284,채소류
534,(유)남산,가락시장,가락몰 판매동 청과부류 지하1층 E018호,,채소류
535,(유)속리산유통,가락시장,가락몰 판매동 청과부류 지하1층 E019호,02-400-6834,채소류
536,(유)삼팔선,가락시장,가락몰 판매동 청과부류 지하1층 E022호,,채소류
537,예산상회,가락시장,가락몰 판매동 청과부류 지하1층 E023호,02-400-2028,청과부류
538,(유)밀양농산,가락시장,가락몰 판매동 청과부류 지하1층 E024호,,채소류
539,(유)윤신농산,가락시장,가락몰 판매동 청과부류 지하1층 E025호,,청과부류
540,홍성상회,가락시장,가락몰 판매동 청과부류 지하1층 E027호,02-409-8347,채소류
541,(유)푸드타임,가락시장,가락몰 판매동 청과부류 지하1층 E028호,,채소류
542,털보상회,가락시장,가락몰 판매동 청과부류 지하1층 E029호,,채소류
543,(유)윤실상회,가락시장,가락몰 판매동 청과부류 지하1층 E030호,,청과부류
544,(유)윤실상회,가락시장,가락몰 판매동 청과부류 지하1층 E031호,,청과부류
545,(유)윤실상회,가락시장,가락몰 판매동 청과부류 지하1층 E031-2호,,청과부류
546,(유)윤실상회,가락시장,가락몰 판매동 청과부류 지하1층 E033호,,청과부류
547,(유)백암유통,가락시장,가락몰 판매동 청과부류 지하1층 E035호,,채소류
548,(유)백암유통,가락시장,가락몰 판매동 청과부류 지하1층 E036호,,채소류
549,(유)투게더푸드,가락시장,가락몰 판매동 청과부류 지하1층 E036-2호,02-431-5566,채소류
550,(유)가락식품마트,가락시장,가락몰 판매동 청과부류 지하1층 F001호,02-6978-2989,기타채소
551,(유)가락식품마트,가락시장,가락몰 판매동 청과부류 지하1층 F003호,02-6978-2989,기타채소
552,(유)오복상회,가락시장,가락몰 판매동 청과부류 지하1층 F010호,02-407-7736,채소류
553,산야식품,가락시장,가락몰 판매동 청과부류 지하1층 F013호,02-406-5562,나물류
554,(유)늘봄상회,가락시장,가락몰 판매동 청과부류 지하1층 F014호,,채소류
555,만물상회,가락시장,가락몰 판매동 청과부류 지하1층 F017호,02-407-2975,채소류
556,(유)미리내푸드,가락시장,가락몰 판매동 청과부류 지하1층 F018호,02-402-5559,채소류
557,(유)이노농산,가락시장,가락몰 판매동 청과부류 지하1층 F021호,,청과부류
558,(유)신대농유통,가락시장,가락몰 판매동 청과부류 지하1층 F024호,,채소류
559,(유)산들농산,가락시장,가락몰 판매동 청과부류 지하1층 F025호,,채소류
560,(유)평창양계,가락시장,가락몰 판매동 청과부류 지하1층 F030호,,청과부류
561,삼오사,가락시장,가락몰 판매동 청과부류 지하1층 F031호,02-408-6354,채소류
562,(유)호남상회,가락시장,가락몰 판매동 청과부류 지하1층 F033호,,채소류
563,세도상회,가락시장,가락몰 판매동 청과부류 지하1층 F036호,02-408-7367,채소류
564,(유)영린식품,가락시장,가락몰 판매동 청과부류 지하1층 F037호,02-3401-1463,채소류
565,21세기상회,가락시장,가락몰 판매동 청과부류 지하1층 F040호,02-6418-5607,청과부류
566,(유)석진농산,가락시장,가락몰 판매동 청과부류 지하1층 F041호,,채소류
567,(유)선자에프에스,가락시장,가락몰 판매동 청과부류 지하1층 F043호,,청과부류
568,(유)덕신농산,가락시장,가락몰 판매동 청과부류 지하1층 F045호,,채소류
569,(주)가락봉투,가락시장,가락몰 판매동 청과부류 지하1층 F049호,02-449-1394,청과부류
570,(유)한백농산,가락시장,가락몰 판매동 청과부류 지하1층 F053호,,채소류
571,(유)중앙상회,가락시장,가락몰 판매동 청과부류 지하1층 F061호,02-406-4748,채소류
572,천안상회,가락시장,가락몰 판매동 청과부류 지하1층 F064호,,채소류
573,대일상회,가락시장,가락몰 판매동 청과부류 지하1층 F065호,02-400-6563,나물류
574,천안상회,가락시장,가락몰 판매동 청과부류 지하1층 F068호,02-404-0665,채소류
575,고창상회,가락시장,가락몰 판매동 청과부류 지하1층 F070호,02-431-1569,채소류
576,(유)찬들농산,가락시장,가락몰 판매동 청과부류 지하1층 F071호,,채소류
577,(유)선자에프에스,가락시장,가락몰 판매동 청과부류 지하1층 F072호,,청과부류
578,웃어봐요실로암,가락시장,가락몰 판매동 청과부류 지하1층 F073호,02-443-5037,청과부류
579,(유)산더미유통,가락시장,가락몰 판매동 청과부류 지하1층 F074호,,채소류
580,(유)영평상회,가락시장,가락몰 판매동 청과부류 지하1층 F075-1호,,채소류
581,(유)영평상회,가락시장,가락몰 판매동 청과부류 지하1층 F075-2호,,채소류
582,(유)영천농산,가락시장,가락몰 판매동 청과부류 지하1층 F076호,,채소류
583,(유)승미농산,가락시장,가락몰 판매동 청과부류 지하1층 F077호,,채소류
584,호남상회,가락시장,가락몰 판매동 청과부류 지하1층 F078호,02-407-8736,채소류
585,(유)만나유통,가락시장,가락몰 판매동 청과부류 지하1층 F080호,,채소류
586,(유)고부연근,가락시장,가락몰 판매동 청과부류 지하1층 F081호,,청과부류
587,전주상회　　,가락시장,가락몰 판매동 청과부류 지하1층 F082호,02-449-7264,채소류
588,(유)고산농산,가락시장,가락몰 판매동 청과부류 지하1층 F082-2호,,채소류
589,(유)부부유통,가락시장,가락몰 판매동 청과부류 지하1층 F083호,,채소류
590,(유)진경농산,가락시장,가락몰 판매동 청과부류 지하1층 F084호,,채소류
591,(유)진경농산,가락시장,가락몰 판매동 청과부류 지하1층 F085-1호,,채소류
592,(유)탑월드대파유통,가락시장,가락몰 판매동 청과부류 지하1층 F085-2호,,채소류
593,(유)대호종합식품,가락시장,가락몰 판매동 청과부류 지하1층 F086호,02-402-7777,기타채소
594,(유)치우농산,가락시장,가락몰 판매동 청과부류 지하1층 F087호,,채소류
595,(주)가락봉투,가락시장,가락몰 판매동 청과부류 지하1층 F088호,02-449-1394,청과부류
596,(유)한들유통,가락시장,가락몰 판매동 청과부류 지하1층 F090호,,청과부류
597,(유)참미유통,가락시장,가락몰 판매동 청과부류 지하1층 F092호,02-400-2087,채소류
598,(유)찬찬푸드,가락시장,가락몰 판매동 청과부류 지하1층 F093호,,채소류
599,(주)양주식품,가락시장,가락몰 판매동 청과부류 지하1층 F094호,02-400-6144,청과부류
600,(주)써브동남,가락시장,가락몰 판매동 청과부류 지하1층 F095호,02-406-9967,청과부류
601,하늘농산,가락시장,가락몰 판매동 청과부류 지하1층 F096호,,채소류
602,삼영상회,가락시장,가락몰 판매동 청과부류 지하1층 F097호,02-406-6321,채소류
603,(유)빛나는유통,가락시장,가락몰 판매동 청과부류 지하1층 F098호,,채소류
604,파란잎(주),가락시장,가락몰 판매동 청과부류 지하1층 F099호,,청과부류
605,(유)재득농산,가락시장,가락몰 판매동 청과부류 지하1층 F100호,,채소류
606,(유)풀내음유통,가락시장,가락몰 판매동 청과부류 지하1층 F101호,,채소류
607,전남상회,가락시장,가락몰 판매동 청과부류 지하1층 F102호,,채소류
608,(유)푸드타임,가락시장,가락몰 판매동 청과부류 지하1층 F103호,,채소류
609,명진상회,가락시장,가락몰 판매동 청과부류 지하1층 F104호,02-400-7420,채소류
